Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,315.2,4,0,6304
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,15.18,3,0,7.1346
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,623.96,5,0.2,38.9975
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31968,2,0.2,6.3936
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887271,3,0.3,-63.3765
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21696,4,0.2,7.0512
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,22.05,7,0,10584
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,99.9,5,0,46953
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,90.86,7,0,26.3494
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,7.78,1,0,3501
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,78759,9,0.7,-57.7566
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,9552,3,0.6,-3.8208
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,5344,4,0.6,-2.1376
Standard Class,Home Office,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Art,8.28,2,0,3.4776
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,50136,3,0.2,-11.2806
First Class,Corporate,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,88074,7,0.7,-58716
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,0.5,-241176
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,18656,2,0.2,1.6324
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0,9.8856
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Office Supplies,Appliances,125.13,3,0,36.2877
Standard Class,Home Office,United States,San Diego,California,92037,West,Technology,Phones,555.96,5,0.2,41697
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,129552,3,0.2,-22.6716
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,51984,1,0.2,-5.1984
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Paper,10272,3,0.2,3.4668
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18336,2,0.7,-12224
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,180.96,5,0.2,13572
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Technology,Accessories,475944,7,0.2,95.1888
Second Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,159.98,2,0,47994
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,43.6,4,0,12208
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,8288,2,0.2,3.0044
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Technology,Phones,1123128,9,0.2,70.1955
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,64.9,5,0,18821
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2808,3,0.8,-4.4928
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0,42.9914
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Art,8.04,6,0,2.7336
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0,406.7154
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,138.56,4,0,66.5088
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,65.52,5,0.1,12376
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,14576,2,0.2,2.3686
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,23.2,2,0.2,1.45
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,16464,7,0.2,1.8522
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19312,2,0.2,3.1382
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,40.08,6,0,19.2384
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0,27.5292
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0,124.6752
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0,104.7222
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4338,3,0.7,-3.0366
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0,32.4688
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Chairs,680.01,3,0,176.8026
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,2376,3,0.2,0.7425
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,143128,2,0.8,-393602
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,4476.8,4,0.2,503.64
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,104.85,1,0,50328
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,241.44,3,0,72432
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,319.76,14,0,147.0896
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,45.68,2,0,21.0128
Same Day,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,31.96,2,0,1598
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Paper,47.9,1,0,22992
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Storage,1112.94,3,0,222588
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Envelopes,22.92,3,0,11.2308
Second Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,71976,3,0.2,8997
Second Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Paper,19.44,3,0,9.3312
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,31086,3,0.7,-20724
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0,3.9144
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0,6149
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,707.88,3,0.2,44.2425
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,11952,3,0.2,4.1832
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,31128,3,0.2,11673
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,55.76,4,0,7.8064
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Paper,24.56,2,0,11.5432
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,51.75,1,0,15525
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Chairs,207184,1,0.2,25898
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Appliances,1473.1,5,0,412468
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3488,2,0.2,-0.6976
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21728,4,0.2,3.8024
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663072,6,0.2,-165768
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99588,2,0.7,-82.99
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49568,2,0.2,15.49
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29372,7,0.8,-46.9952
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,344704,2,0.2,38.7792
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Supplies,47992,7,0.2,3.5994
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,102.24,4,0.2,-16614
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,39.96,2,0,19.1808
Standard Class,Consumer,United States,San Jose,California,95123,West,Technology,Phones,1432,5,0.2,125.3
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Supplies,41.04,6,0,11.0808
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,256784,1,0.2,32098
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0,12098
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0,148.5106
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28752,3,0.2,10.0632
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0,32186
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,23.04,8,0,6912
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0,4.4892
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,51.84,8,0,24.8832
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,39816,3,0.2,7.4655
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,16.06,1,0,4.1756
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0,3.4944
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Binders,5.4,3,0,2592
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,19.44,3,0,9.3312
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,39.88,2,0,11.1664
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,79.44,3,0,28.5984
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,20664,7,0.2,6.9741
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,32.4,5,0,15552
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Appliances,13762,1,0.8,-24.7716
First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0,7.4872
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,44688,7,0.2,3.3516
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Labels,11.07,3,0,5.2029
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Tables,1504.52,4,0,346.0396
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,25.92,4,0,12.4416
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7536,6,0.8,-13188
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,1408,2,0.8,-2.3232
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,4144,4,0.8,-6.4232
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Storage,52752,3,0.2,-12.5286
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,381.36,7,0,106.7808
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.72,4,0,3.36
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,15192,3,0.2,5.5071
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,58.32,9,0,27.9936
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,946764,6,0.7,-694.2936
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,94.68,9,0,31.2444
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3,0,0.9468
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,1091168,4,0.2,68198
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,18.69,7,0,5.2332
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,568728,3,0.2,28.4364
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7312,1,0.2,2.5592
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147568,2,0.2,-3.6892
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,56784,7,0.2,20.5842
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5607,3,0.7,-3.9249
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Art,6576,3,0.2,0.5754
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,14304,6,0.2,4.6488
Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,119833,1,0.15,7049
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2224
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0,15552
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,9.84,3,0,2.8536
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,2.78,1,0,0.7228
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1365
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0,220.4825
Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0,54.4448
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,107648,2,0.2,33.64
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Technology,Accessories,199.95,5,0,63984
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Office Supplies,Paper,12.96,2,0,6.2208
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0,15.2225
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0,6.8724
